#Iter, abs. error
10, 0.0023390569838609
20, 0.0022599324345861
30, 0.0022187486249442
40, 0.0021926630630044
50, 0.0021742358758762
60, 0.0021602830036700
70, 0.0021492056596329
80, 0.0021401067614691
90, 0.0021324399108397
100, 0.0021258508014232
110, 0.0021200981240429
120, 0.0021150109254002
130, 0.0021104641342548
140, 0.0021063637707902
150, 0.0021026376115269
160, 0.0020992290761180
170, 0.0020960930959053
180, 0.0020931932453257
190, 0.0020904997031573
200, 0.0020879877737935
210, 0.0020856367953227
220, 0.0020834293202448
230, 0.0020813504918363
240, 0.0020793875631896
250, 0.0020775295218243
260, 0.0020757667934595
270, 0.0020740910058795
280, 0.0020724947989354
290, 0.0020709716703436
300, 0.0020695158495324
310, 0.0020681221936642
320, 0.0020667861013448
330, 0.0020655034405450
340, 0.0020642704880349
350, 0.0020630838782017
360, 0.0020619405595708
370, 0.0020608377576857
380, 0.0020597729432691
390, 0.0020587438047930
400, 0.0020577482247484
410, 0.0020567842590342
420, 0.0020558501189893
430, 0.0020549441556713
440, 0.0020540648460560
450, 0.0020532107808836
460, 0.0020523806539212
470, 0.0020515732524502
480, 0.0020507874488146
490, 0.0020500221928921
500, 0.0020492765053696
510, 0.0020485494717230
520, 0.0020478402368151
