#Iter, abs. error
10, 0.0003774663778927
20, 0.0003774412127362
30, 0.0003774267962162
40, 0.0003774165750526
50, 0.0003774085701347
60, 0.0003774019212507
70, 0.0003773961788826
80, 0.0003773910798119
90, 0.0003773864574248
100, 0.0003773822000900
110, 0.0003773782296970
120, 0.0003773744896863
130, 0.0003773709379517
140, 0.0003773675424196
150, 0.0003773642781824
160, 0.0003773611255750
170, 0.0003773580688506
180, 0.0003773550952412
190, 0.0003773521942798
200, 0.0003773493573024
210, 0.0003773465770747
220, 0.0003773438475074
230, 0.0003773411634392
240, 0.0003773385204667
250, 0.0003773359148098
260, 0.0003773333432072
270, 0.0003773308028284
280, 0.0003773282912074
290, 0.0003773258061849
300, 0.0003773233458629
310, 0.0003773209085657
320, 0.0003773184928093
330, 0.0003773160972742
340, 0.0003773137207840
350, 0.0003773113622853
360, 0.0003773090208330
370, 0.0003773066955766
380, 0.0003773043857483
390, 0.0003773020906526
400, 0.0003772998096586
410, 0.0003772975421925
420, 0.0003772952877309
430, 0.0003772930457947
440, 0.0003772908159451
450, 0.0003772885977794
460, 0.0003772863909268
470, 0.0003772841950444
480, 0.0003772820098157
490, 0.0003772798349481
