#Iter, abs. error
10, 0.0012278369896026
20, 0.0012270960182649
30, 0.0012265731606072
40, 0.0012261574794915
50, 0.0012258068735808
60, 0.0012255006210328
70, 0.0012252268906921
80, 0.0012249782239865
90, 0.0012247495754107
100, 0.0012245373492383
110, 0.0012243388791723
120, 0.0012241521257630
130, 0.0012239754897664
140, 0.0012238076913627
150, 0.0012236476888409
160, 0.0012234946220195
170, 0.0012233477717682
180, 0.0012232065303557
190, 0.0012230703792822
200, 0.0012229388724130
210, 0.0012228116229456
220, 0.0012226882932023
230, 0.0012225685865379
240, 0.0012224522408555
250, 0.0012223390233588
260, 0.0012222287262686
270, 0.0012221211632978
280, 0.0012220161667279
290, 0.0012219135849698
300, 0.0012218132805136
310, 0.0012217151281964
320, 0.0012216190137309
330, 0.0012215248324476
340, 0.0012214324882162
350, 0.0012213418925148
360, 0.0012212529636243
370, 0.0012211656259274
380, 0.0012210798092975
390, 0.0012209954485620
400, 0.0012209124830313
410, 0.0012208308560834
420, 0.0012207505147950
430, 0.0012206714096157
440, 0.0012205934940767
450, 0.0012205167245307
460, 0.0012204410599205
470, 0.0012203664615691
480, 0.0012202928929931
490, 0.0012202203197326
500, 0.0012201487091988
510, 0.0012200780305353
