#Iter, abs. error
10, 0.0000517157249601
20, 0.0000430165030616
30, 0.0000387374022315
40, 0.0000359782017581
50, 0.0000339799414609
60, 0.0000324328806743
70, 0.0000311815886828
80, 0.0000301377225796
90, 0.0000292466094188
100, 0.0000284722313595
110, 0.0000277896920561
120, 0.0000271811130392
130, 0.0000266332505421
140, 0.0000261360381534
150, 0.0000256816568296
160, 0.0000252639197852
170, 0.0000248778530180
180, 0.0000245194015983
190, 0.0000241852192284
200, 0.0000238725143809
210, 0.0000235789357700
220, 0.0000233024857234
230, 0.0000230414537124
240, 0.0000227943646833
250, 0.0000225599384195
260, 0.0000223370572370
270, 0.0000221247400512
280, 0.0000219221213718
290, 0.0000217284341479
300, 0.0000215429956511
310, 0.0000213651957764
320, 0.0000211944872826
330, 0.0000210303776024
340, 0.0000208724219288
350, 0.0000207202173493
360, 0.0000205733978438
370, 0.0000204316299984
380, 0.0000202946093180
390, 0.0000201620570386
400, 0.0000200337173634
410, 0.0000199093550545
420, 0.0000197887533300
430, 0.0000196717120191
440, 0.0000195580459399
450, 0.0000194475834683
460, 0.0000193401652715
470, 0.0000192356431844
480, 0.0000191338792101
490, 0.0000190347446284
500, 0.0000189381191987
