#Iter, abs. error
10, 0.0008811680216781
20, 0.0007960739874460
30, 0.0007314230476999
40, 0.0006814082883734
50, 0.0006421734281159
60, 0.0006110164071822
70, 0.0005859896459414
80, 0.0005656653063045
90, 0.0005489837347991
100, 0.0005351505795398
110, 0.0005235649704220
120, 0.0005137685149376
130, 0.0005054086407301
140, 0.0004982119994749
150, 0.0004919650112314
160, 0.0004864995232989
170, 0.0004816821616272
180, 0.0004774063677608
190, 0.0004735864026743
200, 0.0004701528010332
210, 0.0004670489021994
220, 0.0004642281858165
230, 0.0004616522124609
240, 0.0004592890221650
250, 0.0004571118815415
260, 0.0004550982978908
270, 0.0004532292389687
280, 0.0004514885120696
290, 0.0004498622672032
300, 0.0004483385974506
310, 0.0004469072158189
320, 0.0004455591926263
330, 0.0004442867410201
340, 0.0004430830409575
350, 0.0004419420940684
360, 0.0004408586034304
370, 0.0004398278735303
380, 0.0004388457266580
390, 0.0004379084327333
400, 0.0004370126501621
410, 0.0004361553757853
420, 0.0004353339023549
430, 0.0004345457822655
440, 0.0004337887965059
450, 0.0004330609279817
460, 0.0004323603385124
470, 0.0004316853489295
480, 0.0004310344217991
